,TemperatureC,Humidity,Conditions
2017-02-09 04:00:00+08:00,9.333333332999999,66.0,Clear
2017-02-09 05:00:00+08:00,8.716666667,70.0,Mostly Cloudy
2017-02-09 06:00:00+08:00,8.261111111,68.0,Breezy
2017-02-09 07:00:00+08:00,9.188888889,66.0,Clear
2017-02-09 08:00:00+08:00,9.161111111,63.0,Mostly Cloudy
2017-02-09 09:00:00+08:00,10.23888889,54.0,Breezy
2017-02-09 10:00:00+08:00,10.35555556,57.0,Breezy
2017-02-09 11:00:00+08:00,12.08888889,52.0,Mostly Cloudy
2017-02-09 12:00:00+08:00,12.42222222,47.0,Breezy
2017-02-09 13:00:00+08:00,12.96111111,42.0,Breezy
2017-02-09 14:00:00+08:00,13.08333333,44.0,Partly Cloudy
2017-02-09 15:00:00+08:00,13.1,42.0,Breezy
2017-02-09 16:00:00+08:00,13.08888889,45.0,Breezy
2017-02-09 17:00:00+08:00,12.7,45.0,Breezy and Mostly Cloudy
2017-02-09 18:00:00+08:00,11.52777778,46.0,Breezy
2017-02-09 19:00:00+08:00,11.39444444,50.0,Clear
2017-02-09 20:00:00+08:00,10.37222222,55.0,Partly Cloudy
2017-02-09 21:00:00+08:00,10.26111111,50.0,Clear
2017-02-09 22:00:00+08:00,10.18888889,47.0,Clear
2017-02-09 23:00:00+08:00,9.927777778,50.0,Clear
2017-02-10 00:00:00+08:00,9.15,47.0,Clear
2017-02-10 01:00:00+08:00,9.15,47.0,Clear
2017-02-10 02:00:00+08:00,8.933333333,49.0,Clear
2017-02-10 03:00:00+08:00,9.011111111,42.0,Breezy
2017-02-10 04:00:00+08:00,8.038888888999999,50.0,Breezy
2017-02-10 05:00:00+08:00,8.85,46.0,Clear
2017-02-10 06:00:00+08:00,9.011111111,42.0,Clear
2017-02-10 07:00:00+08:00,9.055555556,45.0,Clear
2017-02-10 08:00:00+08:00,8.922222222,46.0,Clear
2017-02-10 09:00:00+08:00,10.08333333,39.0,Breezy
2017-02-10 10:00:00+08:00,11.14444444,37.0,Clear
2017-02-10 11:00:00+08:00,11.91666667,38.0,Clear
2017-02-10 12:00:00+08:00,12.28888889,34.0,Clear
2017-02-10 13:00:00+08:00,12.82222222,33.0,Clear
2017-02-10 14:00:00+08:00,13.55,35.0,Clear
2017-02-10 15:00:00+08:00,13.89444444,31.0,Breezy
2017-02-10 16:00:00+08:00,12.42777778,32.0,Breezy
2017-02-10 17:00:00+08:00,12.35,37.0,Partly Cloudy
2017-02-10 18:00:00+08:00,11.35555556,36.0,Clear
2017-02-10 19:00:00+08:00,11.39444444,36.0,Breezy
2017-02-10 20:00:00+08:00,11.32222222,37.0,Mostly Cloudy
2017-02-10 21:00:00+08:00,11.39444444,33.0,Clear
2017-02-10 22:00:00+08:00,10.37222222,35.0,Clear
2017-02-10 23:00:00+08:00,10.47222222,38.0,Mostly Cloudy
2017-02-11 00:00:00+08:00,10.31111111,34.0,Clear
2017-02-11 01:00:00+08:00,10.23888889,34.0,Clear
2017-02-11 02:00:00+08:00,9.366666667,42.0,Mostly Cloudy
2017-02-11 03:00:00+08:00,8.261111111,41.0,Clear
2017-02-11 04:00:00+08:00,8.211111111000001,44.0,Clear
2017-02-11 05:00:00+08:00,8.033333333,51.0,Mostly Cloudy
2017-02-11 06:00:00+08:00,7.683333332999999,49.0,Clear
2017-02-11 07:00:00+08:00,7.588888889,49.0,Clear
2017-02-11 08:00:00+08:00,8.95,49.0,Clear
2017-02-11 09:00:00+08:00,11.19444444,37.0,Clear
2017-02-11 10:00:00+08:00,12.26666667,32.0,Clear
2017-02-11 11:00:00+08:00,13.65555556,33.0,Partly Cloudy
2017-02-11 12:00:00+08:00,14.96111111,27.0,Clear
2017-02-11 13:00:00+08:00,16.02777778,25.0,Clear
2017-02-11 14:00:00+08:00,16.75555556,27.0,Clear
2017-02-11 15:00:00+08:00,17.18333333,23.0,Clear
2017-02-11 16:00:00+08:00,17.18333333,23.0,Clear
2017-02-11 17:00:00+08:00,16.61666667,31.0,Partly Cloudy
2017-02-11 18:00:00+08:00,15.05,27.0,Clear
2017-02-11 19:00:00+08:00,13.92777778,31.0,Clear
2017-02-11 20:00:00+08:00,12.88333333,41.0,Partly Cloudy
2017-02-11 21:00:00+08:00,12.82222222,37.0,Clear
2017-02-11 22:00:00+08:00,12.37222222,35.0,Clear
2017-02-11 23:00:00+08:00,12.07222222,44.0,Clear
2017-02-12 00:00:00+08:00,11.41111111,42.0,Clear
2017-02-12 01:00:00+08:00,11.41111111,42.0,Clear
2017-02-12 02:00:00+08:00,9.988888889,56.0,Clear
2017-02-12 03:00:00+08:00,9.333333332999999,55.0,Clear
2017-02-12 04:00:00+08:00,8.261111111,64.0,Clear
2017-02-12 05:00:00+08:00,8.2,66.0,Clear
2017-02-12 06:00:00+08:00,7.733333332999999,66.0,Clear
2017-02-12 07:00:00+08:00,8.305555556,64.0,Clear
2017-02-12 08:00:00+08:00,9.9,62.0,Clear
2017-02-12 09:00:00+08:00,12.95,41.0,Clear
2017-02-12 10:00:00+08:00,15.04444444,32.0,Clear
2017-02-12 11:00:00+08:00,15.78333333,34.0,Partly Cloudy
2017-02-12 12:00:00+08:00,17.67222222,27.0,Clear
2017-02-12 13:00:00+08:00,17.75555556,27.0,Clear
2017-02-12 14:00:00+08:00,18.42222222,29.0,Partly Cloudy
2017-02-12 15:00:00+08:00,19.73333333,24.0,Clear
2017-02-12 16:00:00+08:00,18.73333333,25.0,Clear
2017-02-12 17:00:00+08:00,18.23333333,30.0,Partly Cloudy
2017-02-12 18:00:00+08:00,17.62777778,26.0,Clear
2017-02-12 19:00:00+08:00,16.06666667,34.0,Clear
2017-02-12 20:00:00+08:00,14.49444444,43.0,Clear
2017-02-12 21:00:00+08:00,14.01111111,41.0,Clear
2017-02-12 22:00:00+08:00,12.55,58.0,Clear
2017-02-12 23:00:00+08:00,12.17777778,60.0,Clear
2017-02-13 00:00:00+08:00,11.47777778,58.0,Clear
2017-02-13 01:00:00+08:00,11.47777778,58.0,Clear
2017-02-13 02:00:00+08:00,10.29444444,68.0,Partly Cloudy
2017-02-13 03:00:00+08:00,10.43333333,63.0,Clear
2017-02-13 04:00:00+08:00,9.455555556,67.0,Clear
2017-02-13 05:00:00+08:00,9.222222222000001,72.0,Partly Cloudy
2017-02-13 06:00:00+08:00,8.427777778,71.0,Clear
2017-02-13 07:00:00+08:00,8.383333333,72.0,Clear
2017-02-13 08:00:00+08:00,10.15,68.0,Clear
2017-02-13 09:00:00+08:00,13.12222222,52.0,Clear
2017-02-13 10:00:00+08:00,16.19444444,36.0,Clear
2017-02-13 11:00:00+08:00,17.32777778,38.0,Clear
2017-02-13 12:00:00+08:00,19.82777778,28.0,Clear
2017-02-13 13:00:00+08:00,20.9,26.0,Clear
2017-02-13 14:00:00+08:00,21.07222222,30.0,Clear
2017-02-13 15:00:00+08:00,21.81111111,25.0,Clear
2017-02-13 16:00:00+08:00,21.85555556,26.0,Clear
2017-02-13 17:00:00+08:00,20.13888889,33.0,Partly Cloudy
2017-02-13 18:00:00+08:00,19.65,30.0,Clear
2017-02-13 19:00:00+08:00,18.6,34.0,Clear
2017-02-13 20:00:00+08:00,15.70555556,55.0,Clear
2017-02-13 21:00:00+08:00,15.12777778,57.0,Clear
2017-02-13 22:00:00+08:00,14.15,64.0,Clear
2017-02-13 23:00:00+08:00,13.08888889,67.0,Clear
2017-02-14 00:00:00+08:00,13.21111111,68.0,Clear
2017-02-14 01:00:00+08:00,13.21111111,64.0,Clear
2017-02-14 02:00:00+08:00,12.47777778,69.0,Clear
2017-02-14 03:00:00+08:00,12.67777778,73.0,Clear
2017-02-14 04:00:00+08:00,11.7,75.0,Clear
2017-02-14 05:00:00+08:00,11.51666667,76.0,Clear
2017-02-14 06:00:00+08:00,11.65555556,75.0,Clear
2017-02-14 07:00:00+08:00,10.67777778,80.0,Clear
2017-02-14 08:00:00+08:00,12.37222222,72.0,Clear
2017-02-14 09:00:00+08:00,14.32777778,63.0,Clear
2017-02-14 10:00:00+08:00,17.95555556,51.0,Clear
2017-02-14 11:00:00+08:00,18.65,48.0,Clear
2017-02-14 12:00:00+08:00,21.07777778,41.0,Clear
2017-02-14 13:00:00+08:00,22.57222222,30.0,Clear
2017-02-14 14:00:00+08:00,22.78333333,33.0,Clear
2017-02-14 15:00:00+08:00,23.43333333,29.0,Clear
2017-02-14 16:00:00+08:00,23.42777778,30.0,Clear
2017-02-14 17:00:00+08:00,21.77777778,37.0,Partly Cloudy
2017-02-14 18:00:00+08:00,19.75555556,37.0,Clear
2017-02-14 19:00:00+08:00,19.75555556,38.0,Clear
2017-02-14 20:00:00+08:00,17.36666667,53.0,Clear
2017-02-14 21:00:00+08:00,17.28888889,53.0,Clear
2017-02-14 22:00:00+08:00,17.24444444,55.0,Clear
2017-02-14 23:00:00+08:00,15.17222222,66.0,Clear
2017-02-15 00:00:00+08:00,14.23888889,67.0,Clear
2017-02-15 01:00:00+08:00,15.21666667,63.0,Clear
2017-02-15 02:00:00+08:00,13.86111111,70.0,Clear
2017-02-15 03:00:00+08:00,14.1,67.0,Clear
2017-02-15 04:00:00+08:00,13.12222222,71.0,Clear
2017-02-15 05:00:00+08:00,12.86666667,72.0,Clear
2017-02-15 06:00:00+08:00,12.58333333,72.0,Breezy
2017-02-15 07:00:00+08:00,12.63333333,72.0,Clear
2017-02-15 08:00:00+08:00,13.00555556,72.0,Clear
2017-02-15 09:00:00+08:00,16.37222222,57.0,Clear
2017-02-15 10:00:00+08:00,18.97777778,47.0,Clear
2017-02-15 11:00:00+08:00,20.33888889,43.0,Clear
2017-02-15 12:00:00+08:00,21.91111111,35.0,Clear
2017-02-15 13:00:00+08:00,22.45,39.0,Clear
2017-02-15 14:00:00+08:00,22.99444444,37.0,Clear
2017-02-15 15:00:00+08:00,23.38333333,35.0,Clear
2017-02-15 16:00:00+08:00,23.33888889,35.0,Clear
2017-02-15 17:00:00+08:00,21.97222222,39.0,Clear
2017-02-15 18:00:00+08:00,21.75555556,36.0,Clear
2017-02-15 19:00:00+08:00,19.75555556,48.0,Clear
2017-02-15 20:00:00+08:00,17.55,62.0,Partly Cloudy
2017-02-15 21:00:00+08:00,17.77777778,58.0,Clear
2017-02-15 22:00:00+08:00,17.73333333,52.0,Clear
2017-02-15 23:00:00+08:00,16.69444444,61.0,Clear
2017-02-16 00:00:00+08:00,16.22777778,63.0,Clear
2017-02-16 01:00:00+08:00,15.25,68.0,Clear
2017-02-16 02:00:00+08:00,14.77222222,73.0,Clear
2017-02-16 03:00:00+08:00,14.17222222,72.0,Clear
2017-02-16 04:00:00+08:00,14.2,72.0,Clear
2017-02-16 05:00:00+08:00,12.93333333,81.0,Clear
2017-02-16 06:00:00+08:00,13.08333333,78.0,Clear
2017-02-16 07:00:00+08:00,13.08333333,77.0,Clear
2017-02-16 08:00:00+08:00,14.57777778,74.0,Clear
2017-02-16 09:00:00+08:00,17.86666667,61.0,Clear
2017-02-16 10:00:00+08:00,19.96111111,58.0,Clear
2017-02-16 11:00:00+08:00,21.61111111,55.0,Clear
2017-02-16 12:00:00+08:00,22.48888889,46.0,Clear
2017-02-16 13:00:00+08:00,24.49444444,42.0,Clear
2017-02-16 14:00:00+08:00,24.15555556,44.0,Partly Cloudy
2017-02-16 15:00:00+08:00,24.58333333,39.0,Clear
2017-02-16 16:00:00+08:00,24.60555556,39.0,Clear
2017-02-16 17:00:00+08:00,23.09444444,47.0,Partly Cloudy
2017-02-16 18:00:00+08:00,22.35555556,48.0,Clear
2017-02-16 19:00:00+08:00,21.82222222,50.0,Clear
2017-02-16 20:00:00+08:00,19.38333333,59.0,Partly Cloudy
2017-02-16 21:00:00+08:00,19.8,56.0,Clear
2017-02-16 22:00:00+08:00,18.75555556,59.0,Clear
2017-02-16 23:00:00+08:00,17.42222222,70.0,Clear
2017-02-17 00:00:00+08:00,17.27222222,68.0,Clear
2017-02-17 01:00:00+08:00,17.28888889,69.0,Clear
2017-02-17 02:00:00+08:00,15.83333333,77.0,Clear
2017-02-17 03:00:00+08:00,16.19444444,73.0,Clear
2017-02-17 04:00:00+08:00,15.15,79.0,Clear
2017-02-17 05:00:00+08:00,14.79444444,82.0,Partly Cloudy
2017-02-17 06:00:00+08:00,15.08333333,79.0,Clear
2017-02-17 07:00:00+08:00,15.16666667,78.0,Clear
2017-02-17 08:00:00+08:00,15.88333333,81.0,Clear
2017-02-17 09:00:00+08:00,19.95555556,62.0,Clear
2017-02-17 10:00:00+08:00,22.13888889,54.0,Clear
2017-02-17 11:00:00+08:00,23.21666667,53.0,Partly Cloudy
2017-02-17 12:00:00+08:00,24.65,45.0,Clear
2017-02-17 13:00:00+08:00,25.73333333,41.0,Clear
2017-02-17 14:00:00+08:00,26.61666667,39.0,Partly Cloudy
2017-02-17 15:00:00+08:00,26.76666667,37.0,Clear
2017-02-17 16:00:00+08:00,26.71666667,35.0,Clear
2017-02-17 17:00:00+08:00,25.21111111,42.0,Mostly Cloudy
2017-02-17 18:00:00+08:00,24.46666667,43.0,Clear
2017-02-17 19:00:00+08:00,23.51111111,45.0,Clear
2017-02-17 20:00:00+08:00,20.52777778,64.0,Partly Cloudy
2017-02-17 21:00:00+08:00,20.93333333,59.0,Clear
2017-02-17 22:00:00+08:00,19.82222222,65.0,Clear
2017-02-17 23:00:00+08:00,19.22777778,68.0,Clear
2017-02-18 00:00:00+08:00,18.82222222,69.0,Clear
2017-02-18 01:00:00+08:00,18.84444444,69.0,Clear
2017-02-18 02:00:00+08:00,17.24444444,77.0,Clear
2017-02-18 03:00:00+08:00,17.28888889,75.0,Clear
2017-02-18 04:00:00+08:00,17.24444444,75.0,Clear
2017-02-18 05:00:00+08:00,16.53333333,77.0,Clear
2017-02-18 06:00:00+08:00,16.22777778,78.0,Clear
2017-02-18 07:00:00+08:00,17.26666667,74.0,Clear
2017-02-18 08:00:00+08:00,17.21111111,77.0,Clear
2017-02-18 09:00:00+08:00,21.13888889,59.0,Clear
2017-02-18 10:00:00+08:00,23.71666667,51.0,Clear
2017-02-18 11:00:00+08:00,24.73333333,51.0,Clear
2017-02-18 12:00:00+08:00,26.71111111,42.0,Clear
2017-02-18 13:00:00+08:00,27.29444444,36.0,Clear
2017-02-18 14:00:00+08:00,27.32777778,38.0,Partly Cloudy
2017-02-18 15:00:00+08:00,28.22777778,35.0,Clear
2017-02-18 16:00:00+08:00,28.11666667,36.0,Clear
2017-02-18 17:00:00+08:00,25.66666667,42.0,Partly Cloudy
2017-02-18 18:00:00+08:00,24.36111111,45.0,Clear
2017-02-18 19:00:00+08:00,23.33888889,47.0,Clear
2017-02-18 20:00:00+08:00,21.16666667,64.0,Clear
2017-02-18 21:00:00+08:00,21.82222222,57.0,Clear
2017-02-18 22:00:00+08:00,21.82222222,58.0,Clear
2017-02-18 23:00:00+08:00,19.36666667,70.0,Clear
2017-02-19 00:00:00+08:00,19.81666667,70.0,Clear
2017-02-19 01:00:00+08:00,18.83888889,74.0,Clear
2017-02-19 02:00:00+08:00,18.29444444,80.0,Clear
2017-02-19 03:00:00+08:00,17.75555556,79.0,Clear
2017-02-19 04:00:00+08:00,17.75555556,78.0,Clear
2017-02-19 05:00:00+08:00,17.37777778,78.0,Partly Cloudy
2017-02-19 06:00:00+08:00,17.71111111,74.0,Clear
2017-02-19 07:00:00+08:00,17.71111111,73.0,Clear
2017-02-19 08:00:00+08:00,17.32222222,74.0,Mostly Cloudy
2017-02-19 09:00:00+08:00,17.82222222,73.0,Clear
2017-02-19 10:00:00+08:00,19.91666667,62.0,Clear
2017-02-19 11:00:00+08:00,19.62777778,63.0,Mostly Cloudy
2017-02-19 12:00:00+08:00,21.91111111,51.0,Clear
2017-02-19 13:00:00+08:00,22.27222222,51.0,Clear
2017-02-19 14:00:00+08:00,21.8,55.0,Mostly Cloudy
2017-02-19 15:00:00+08:00,22.40555556,53.0,Clear
2017-02-19 16:00:00+08:00,22.36111111,54.0,Clear
2017-02-19 17:00:00+08:00,21.29444444,62.0,Mostly Cloudy
2017-02-19 18:00:00+08:00,21.82777778,58.0,Clear
2017-02-19 19:00:00+08:00,20.85,65.0,Clear
2017-02-19 20:00:00+08:00,19.39444444,74.0,Clear
2017-02-19 21:00:00+08:00,18.85,79.0,Clear
2017-02-19 22:00:00+08:00,18.8,79.0,Clear
2017-02-19 23:00:00+08:00,18.58333333,85.0,Mostly Cloudy
2017-02-20 00:00:00+08:00,18.85,84.0,Clear
2017-02-20 01:00:00+08:00,17.87222222,89.0,Clear
2017-02-20 02:00:00+08:00,17.88333333,90.0,Mostly Cloudy
2017-02-20 03:00:00+08:00,17.91111111,90.0,Clear
2017-02-20 04:00:00+08:00,17.91111111,90.0,Clear
2017-02-20 05:00:00+08:00,17.88333333,90.0,Mostly Cloudy
2017-02-20 06:00:00+08:00,18.85,85.0,Clear
2017-02-20 07:00:00+08:00,18.85,85.0,Foggy
2017-02-20 08:00:00+08:00,18.64444444,87.0,Mostly Cloudy
2017-02-20 09:00:00+08:00,19.96111111,79.0,Clear
2017-02-20 10:00:00+08:00,21.96111111,70.0,Clear
2017-02-20 11:00:00+08:00,23.02777778,71.0,Mostly Cloudy
2017-02-20 12:00:00+08:00,24.61111111,64.0,Clear
2017-02-20 13:00:00+08:00,25.69444444,56.0,Clear
2017-02-20 14:00:00+08:00,26.06666667,55.0,Mostly Cloudy
2017-02-20 15:00:00+08:00,27.29444444,46.0,Clear
2017-02-20 16:00:00+08:00,26.76666667,47.0,Clear
2017-02-20 17:00:00+08:00,25.19444444,56.0,Mostly Cloudy
2017-02-20 18:00:00+08:00,23.62222222,61.0,Clear
2017-02-20 19:00:00+08:00,23.56111111,65.0,Clear
2017-02-20 20:00:00+08:00,21.87222222,73.0,Partly Cloudy
2017-02-20 21:00:00+08:00,22.0,71.0,Clear
2017-02-20 22:00:00+08:00,21.96111111,71.0,Clear
2017-02-20 23:00:00+08:00,20.66666667,83.0,Clear
2017-02-21 00:00:00+08:00,21.02777778,80.0,Clear
2017-02-21 01:00:00+08:00,21.07222222,80.0,Clear
2017-02-21 02:00:00+08:00,19.67777778,87.0,Partly Cloudy
2017-02-21 03:00:00+08:00,19.02777778,85.0,Clear
2017-02-21 04:00:00+08:00,20.01111111,85.0,Clear
2017-02-21 05:00:00+08:00,19.5,88.0,Mostly Cloudy
2017-02-21 06:00:00+08:00,20.00555556,85.0,Clear
2017-02-21 07:00:00+08:00,19.96111111,85.0,Clear
2017-02-21 08:00:00+08:00,20.24444444,83.0,Mostly Cloudy
2017-02-21 09:00:00+08:00,21.99444444,74.0,Clear
2017-02-21 10:00:00+08:00,22.48333333,72.0,Clear
2017-02-21 11:00:00+08:00,22.79444444,70.0,Mostly Cloudy
2017-02-21 12:00:00+08:00,24.57222222,63.0,Breezy
2017-02-21 13:00:00+08:00,25.56111111,60.0,Breezy
2017-02-21 14:00:00+08:00,23.67777778,66.0,Mostly Cloudy
2017-02-21 15:00:00+08:00,24.58333333,63.0,Clear
2017-02-21 16:00:00+08:00,24.43888889,64.0,Clear
2017-02-21 17:00:00+08:00,22.52222222,71.0,Overcast
2017-02-21 18:00:00+08:00,22.36666667,73.0,Clear
2017-02-21 19:00:00+08:00,21.82777778,70.0,Clear
2017-02-21 20:00:00+08:00,21.0,75.0,Overcast
2017-02-21 21:00:00+08:00,20.76111111,75.0,Clear
2017-02-21 22:00:00+08:00,20.71111111,81.0,Clear
2017-02-21 23:00:00+08:00,20.04444444,80.0,Mostly Cloudy
2017-02-22 00:00:00+08:00,19.73333333,80.0,Clear
2017-02-22 01:00:00+08:00,19.71111111,80.0,Clear
2017-02-22 02:00:00+08:00,19.26111111,84.0,Mostly Cloudy
2017-02-22 03:00:00+08:00,19.73333333,80.0,Clear
2017-02-22 04:00:00+08:00,19.77777778,80.0,Clear
2017-02-22 05:00:00+08:00,19.31666667,84.0,Mostly Cloudy
2017-02-22 06:00:00+08:00,18.8,85.0,Clear
2017-02-22 07:00:00+08:00,19.77777778,80.0,Clear
2017-02-22 08:00:00+08:00,19.46111111,84.0,Overcast
2017-02-22 09:00:00+08:00,20.93333333,80.0,Clear
2017-02-22 10:00:00+08:00,21.07222222,79.0,Clear
2017-02-22 11:00:00+08:00,21.47777778,78.0,Overcast
2017-02-22 12:00:00+08:00,22.11666667,74.0,Clear
2017-02-22 13:00:00+08:00,22.68888889,72.0,Clear
2017-02-22 14:00:00+08:00,23.08333333,74.0,Overcast
2017-02-22 15:00:00+08:00,23.62222222,68.0,Clear
2017-02-22 16:00:00+08:00,23.58333333,71.0,Clear
2017-02-22 17:00:00+08:00,21.90555556,77.0,Overcast
2017-02-22 18:00:00+08:00,22.56111111,75.0,Clear
2017-02-22 19:00:00+08:00,19.11666667,75.0,Clear
2017-02-22 20:00:00+08:00,17.79444444,78.0,Overcast
2017-02-22 21:00:00+08:00,16.67222222,74.0,Breezy
2017-02-22 22:00:00+08:00,15.65555556,74.0,Clear
2017-02-22 23:00:00+08:00,15.48888889,82.0,Mostly Cloudy
2017-02-23 00:00:00+08:00,14.71111111,74.0,Clear
2017-02-23 01:00:00+08:00,14.71111111,74.0,Clear
2017-02-23 02:00:00+08:00,15.12777778,79.0,Mostly Cloudy
2017-02-23 03:00:00+08:00,13.63888889,74.0,Clear
2017-02-23 04:00:00+08:00,13.46111111,75.0,Clear
2017-02-23 05:00:00+08:00,14.12777778,79.0,Mostly Cloudy
2017-02-23 06:00:00+08:00,13.33333333,75.0,Clear
2017-02-23 07:00:00+08:00,13.26111111,75.0,Clear
2017-02-23 08:00:00+08:00,13.42777778,79.0,Overcast
2017-02-23 09:00:00+08:00,12.77222222,75.0,Breezy
2017-02-23 10:00:00+08:00,12.68333333,74.0,Breezy
2017-02-23 11:00:00+08:00,13.25,77.0,Overcast
2017-02-23 12:00:00+08:00,12.59444444,69.0,Breezy
2017-02-23 13:00:00+08:00,12.63888889,68.0,Breezy
2017-02-23 14:00:00+08:00,13.06111111,71.0,Overcast
2017-02-23 15:00:00+08:00,12.6,68.0,Clear
2017-02-23 16:00:00+08:00,12.6,63.0,Clear
2017-02-23 17:00:00+08:00,12.03888889,70.0,Overcast
2017-02-23 18:00:00+08:00,11.53333333,67.0,Clear
2017-02-23 19:00:00+08:00,11.48888889,67.0,Clear
2017-02-23 20:00:00+08:00,11.48333333,67.0,Overcast
2017-02-23 21:00:00+08:00,11.35555556,63.0,Clear
2017-02-23 22:00:00+08:00,10.31111111,68.0,Clear
2017-02-23 23:00:00+08:00,10.47777778,71.0,Mostly Cloudy
2017-02-24 00:00:00+08:00,10.26111111,64.0,Clear
2017-02-24 01:00:00+08:00,9.261111111,78.0,Clear
2017-02-24 02:00:00+08:00,9.422222222,80.0,Mostly Cloudy
2017-02-24 03:00:00+08:00,9.188888889,78.0,Clear
2017-02-24 04:00:00+08:00,9.105555556,78.0,Clear
2017-02-24 05:00:00+08:00,9.172222222,77.0,Mostly Cloudy
2017-02-24 06:00:00+08:00,9.188888889,72.0,Clear
2017-02-24 07:00:00+08:00,9.15,73.0,Clear
2017-02-24 08:00:00+08:00,8.511111111,84.0,Overcast
2017-02-24 09:00:00+08:00,9.15,78.0,Clear
2017-02-24 10:00:00+08:00,9.105555556,73.0,Clear
2017-02-24 11:00:00+08:00,9.855555556,73.0,Overcast
2017-02-24 12:00:00+08:00,10.04444444,68.0,Clear
2017-02-24 13:00:00+08:00,10.04444444,68.0,Clear
2017-02-24 14:00:00+08:00,9.961111111000001,71.0,Overcast
2017-02-24 15:00:00+08:00,10.13333333,68.0,Clear
2017-02-24 16:00:00+08:00,10.17222222,68.0,Clear
2017-02-24 17:00:00+08:00,10.04444444,70.0,Overcast
2017-02-24 18:00:00+08:00,10.21666667,71.0,Clear
2017-02-24 19:00:00+08:00,9.188888889,77.0,Clear
2017-02-24 20:00:00+08:00,9.266666667,74.0,Overcast
2017-02-24 21:00:00+08:00,9.15,72.0,Clear
2017-02-24 22:00:00+08:00,9.188888889,72.0,Clear
2017-02-24 23:00:00+08:00,9.283333333,78.0,Mostly Cloudy
2017-02-25 00:00:00+08:00,9.15,71.0,Clear
2017-02-25 01:00:00+08:00,8.172222222,82.0,Clear
2017-02-25 02:00:00+08:00,8.366666667,83.0,Mostly Cloudy
2017-02-25 03:00:00+08:00,8.077777778,83.0,Clear
2017-02-25 04:00:00+08:00,7.994444444,83.0,Clear
2017-02-25 05:00:00+08:00,8.055555556,86.0,Mostly Cloudy
2017-02-25 06:00:00+08:00,7.994444444,84.0,Clear
2017-02-25 07:00:00+08:00,7.994444444,89.0,Clear
2017-02-25 08:00:00+08:00,8.005555556000001,87.0,Overcast
2017-02-25 09:00:00+08:00,8.972222222000001,79.0,Clear
2017-02-25 10:00:00+08:00,8.933333333,79.0,Clear
2017-02-25 11:00:00+08:00,8.905555556,82.0,Overcast
2017-02-25 12:00:00+08:00,9.022222222,84.0,Clear
2017-02-25 13:00:00+08:00,10.22777778,77.0,Clear
2017-02-25 14:00:00+08:00,10.15,76.0,Overcast
2017-02-25 15:00:00+08:00,10.22777778,72.0,Clear
2017-02-25 16:00:00+08:00,10.22777778,72.0,Clear
2017-02-25 17:00:00+08:00,9.583333332999999,82.0,Overcast
2017-02-25 18:00:00+08:00,9.2,88.0,Clear
2017-02-25 19:00:00+08:00,9.066666667,89.0,Clear
2017-02-25 20:00:00+08:00,9.216666667,85.0,Overcast
2017-02-25 21:00:00+08:00,9.066666667,84.0,Clear
2017-02-25 22:00:00+08:00,9.066666667,84.0,Clear
2017-02-25 23:00:00+08:00,9.155555556,86.0,Mostly Cloudy
2017-02-26 00:00:00+08:00,9.016666667,84.0,Clear
2017-02-26 01:00:00+08:00,9.066666667,83.0,Clear
2017-02-26 02:00:00+08:00,9.072222222,90.0,Mostly Cloudy
2017-02-26 03:00:00+08:00,9.066666667,89.0,Clear
2017-02-26 04:00:00+08:00,9.066666667,83.0,Clear
2017-02-26 05:00:00+08:00,9.088888889,85.0,Clear
2017-02-26 06:00:00+08:00,9.105555556,83.0,Clear
2017-02-26 07:00:00+08:00,9.105555556,78.0,Clear
2017-02-26 08:00:00+08:00,9.983333333,75.0,Clear
2017-02-26 09:00:00+08:00,11.15555556,67.0,Clear
2017-02-26 10:00:00+08:00,12.73333333,54.0,Clear
2017-02-26 11:00:00+08:00,13.47777778,55.0,Mostly Cloudy
2017-02-26 12:00:00+08:00,14.77777778,50.0,Clear
2017-02-26 13:00:00+08:00,15.93888889,44.0,Clear
2017-02-26 14:00:00+08:00,15.93888889,48.0,Partly Cloudy
2017-02-26 15:00:00+08:00,17.54444444,43.0,Clear
2017-02-26 16:00:00+08:00,17.61111111,42.0,Clear
2017-02-26 17:00:00+08:00,16.81666667,50.0,Mostly Cloudy
2017-02-26 18:00:00+08:00,17.1,46.0,Clear
2017-02-26 19:00:00+08:00,16.12222222,50.0,Clear
2017-02-26 20:00:00+08:00,14.86111111,61.0,Mostly Cloudy
2017-02-26 21:00:00+08:00,16.11666667,50.0,Clear
2017-02-26 22:00:00+08:00,16.11111111,50.0,Clear
2017-02-26 23:00:00+08:00,14.89444444,57.0,Mostly Cloudy
2017-02-27 00:00:00+08:00,15.12777778,50.0,Clear
2017-02-27 01:00:00+08:00,15.13333333,50.0,Clear
2017-02-27 02:00:00+08:00,14.76666667,61.0,Mostly Cloudy
2017-02-27 03:00:00+08:00,15.09444444,50.0,Clear
2017-02-27 04:00:00+08:00,15.04444444,51.0,Clear
2017-02-27 05:00:00+08:00,14.67222222,59.0,Mostly Cloudy
2017-02-27 06:00:00+08:00,15.08333333,57.0,Clear
2017-02-27 07:00:00+08:00,15.08333333,57.0,Clear
2017-02-27 08:00:00+08:00,14.76666667,63.0,Overcast
2017-02-27 09:00:00+08:00,16.15555556,51.0,Clear
